Период,Административна структура,Услуга №,Услуга,Общ брой,Брой издадени актове по ЗОАРАКСД и предоставени услуги за отчетния период - Други,Брой издадени актове по ЗОАРАКСД и предоставени услуги за отчетния период - Лиценз,Брой издадени актове по ЗОАРАКСД и предоставени услуги за отчетния период - Регистрация,Брой издадени актове по ЗОАРАКСД и предоставени услуги за отчетния период - Разрешение,Брой издадени актове по ЗОАРАКСД и предоставени услуги за отчетния период - Удостоверение,Брой издадени актове по ЗОАРАКСД и предоставени услуги за отчетния период - Уведомление,Брой издадени актове по ЗОАРАКСД и предоставени услуги за отчетния период - Съгласуване,Брой е-услуги,Такса/цена за предоставяне на услугата - Безплатна - Да/Не,Такса/цена за предоставяне на услугата - Безплатна - Брой,Такса/цена за предоставяне на услугата - С изчисляема такса/цена - Да/Не,Такса/цена за предоставяне на услугата - С изчисляема такса/цена - Брой,Такса/цена за предоставяне на услугата - Такса/Цена в лева - Обикновена - Такса/Цена в лв.,Такса/цена за предоставяне на услугата - Такса/Цена в лева - Обикновена - Брой,Такса/цена за предоставяне на услугата - Такса/Цена в лева - Бърза - Такса/Цена в лв.,Такса/цена за предоставяне на услугата - Такса/Цена в лева - Бърза - Брой,Такса/цена за предоставяне на услугата - Такса/Цена в лева - Експресна - Такса/Цена в лв.,Такса/цена за предоставяне на услугата - Такса/Цена в лева - Експресна - Брой
2022,Областна администрация - Враца,1963,Справки по регистри и книги за имоти - частна и публична държавна собственост,0,0.0,,,,,,,0.0,Да,0.0,Не,,,,,,,
2022,Областна администрация - Враца,1966,"Издаване на заповед за разрешаване или отказ за изработването на проект за изменение на подробен устройствен план, който обхваща територии, попадащи в повече от една община или предвижда изграждане на обекти с регионално значение",0,0.0,,,,,,,0.0,Да,0.0,Не,,,,,,,
2022,Областна администрация - Враца,1967,Съгласуване на идейни инвестиционни проекти за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение.,1,1.0,,,,,,,0.0,Не,,Да,1.0,,,,,,
2022,Областна администрация - Враца,1968,Одобряване на инвестиционен проект - заснемане на извършен строеж,0,,,,,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Враца,1969,Регистриране на технически паспорт на строеж,5,5.0,,,,,,,0.0,Да,5.0,Не,,,,,,,
2022,Областна администрация - Враца,1972,Издаване на удостоверение за наличие или липса на акт за държавна собственост на имот или за отписване на имота от актовите книги,1023,1023.0,,,,,,,0.0,Не,,Не,,10.0,544.0,15.0,479.0,0.0,
2022,Областна администрация - Враца,1974,Издаване на разрешение за строеж за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение,0,0.0,,,,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Враца,1975,Издаване на заповед за изменения в одобрен инвестиционен проект,0,0.0,,,,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Враца,1976,Презаверяване на разрешение за строеж,0,,,,0.0,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Враца,1978,"Издаване на заверени копия от договори, заповеди и други документи от интерес на физическите и юридическите лица, от архив ""Държавна собственост""",19,19.0,,,,,,,0.0,Да,19.0,Не,,,,,,,
2022,Областна администрация - Враца,1979,Издаване на удостоверение за наличие или липса на претенции за възстановяване на собствеността,22,22.0,,,,,,,0.0,Не,,Не,,15.0,17.0,22.5,5.0,,
2022,Областна администрация - Враца,1980,"Приемане на екзекутивна документация, отразяваща несъществените промени в одобрения инвестиционен проект",0,0.0,,,,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Враца,1981,Одобряване на технически и работни инвестиционни проекти за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение,0,0.0,,,,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Враца,1983,Съставяне на акт за поправка на акт за държавна собственост,1,1.0,,,,,,,1.0,Да,1.0,Не,,,,,,,
2022,Областна администрация - Враца,1984,Одобряване на частите на комплексния проект за инвестиционна инициатива и издаване на разрешение за строеж,0,0.0,,,,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Враца,2133,Издаване на удостоверение за осигурителен стаж (УП 3),2,2.0,,,,,,,0.0,Да,2.0,Не,,,,,,,
2022,Областна администрация - Враца,2134,Издаване на удостоверение за осигурителен доход (УП 2),2,2.0,,,,,,,0.0,Да,2.0,Не,,,,,,,
2022,Областна администрация - Враца,2389,Разрешаване изработване на комплексен проект за инвестиционна инициатива,0,,,,0.0,,,,0.0,Да,0.0,Не,,,,,,,
2022,Областна администрация - Враца,2469,Издаване на Заповед за учредяване на еднократно право на преминаване/прокарване на отклонения от общи мрежи и съоръжения на техническата инфраструктура през имот - държавна собственост.,3,,,,3.0,,,,0.0,Да,3.0,Не,,,,,,,
2022,Областна администрация - Враца,2529,Позволително за ползване на лечебните растения,0,,,,0.0,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Враца,2972,"Издаване на удостоверение APOSTILLE на документи, които са издадени от кметовете и общинските администрации",326,326.0,,,,,,,0.0,Не,,Не,,5.0,326.0,,,,
2022,Областна администрация - Габрово,2,Предоставяне на достъп до обществена информация,10,10.0,,,,,,,4.0,Да,10.0,Да,0.0,,,,,,
2022,Областна администрация - Габрово,1961,"Разрешаване изработването на устройствени планове, които обхващат територии, попадащи в повече от една община или предвиждат изграждане на обекти с регионално значение",1,1.0,,,,,,,1.0,Да,1.0,Не,,,,,,,
2022,Областна администрация - Габрово,1962,Издаване на удостоверение за въвеждане в експлоатация на строеж,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Габрово,1963,Справки по регистри и книги за имоти - частна и публична държавна собственост,2,2.0,,,,,,,2.0,Да,2.0,Не,,,,,,,
2022,Областна администрация - Габрово,1966,"Издаване на заповед за разрешаване или отказ за изработването на проект за изменение на подробен устройствен план, който обхваща територии, попадащи в повече от една община или предвижда изграждане на обекти с регионално значение",0,,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Габрово,1967,Съгласуване на идейни инвестиционни проекти за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение.,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Габрово,1968,Одобряване на инвестиционен проект - заснемане на извършен строеж,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Габрово,1969,Регистриране на технически паспорт на строеж,1,1.0,,,,,,,0.0,Да,1.0,Не,,,,,,,
2022,Областна администрация - Габрово,1972,Издаване на удостоверение за наличие или липса на акт за държавна собственост на имот или за отписване на имота от актовите книги,993,993.0,,,,,,,128.0,Не,,Не,,10.0,585.0,15.0,408.0,,
2022,Областна администрация - Габрово,1974,Издаване на разрешение за строеж за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение,2,2.0,,,,,,,0.0,Не,,Да,2.0,1750.0,,,,,
2022,Областна администрация - Габрово,1975,Издаване на заповед за изменения в одобрен инвестиционен проект,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Габрово,1976,Презаверяване на разрешение за строеж,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Габрово,1978,"Издаване на заверени копия от договори, заповеди и други документи от интерес на физическите и юридическите лица, от архив ""Държавна собственост""",48,48.0,,,,,,,1.0,Да,48.0,Не,,,,,,,
2022,Областна администрация - Габрово,1979,Издаване на удостоверение за наличие или липса на претенции за възстановяване на собствеността,6,6.0,,,,,,,1.0,Не,,Не,,15.0,2.0,22.5,1.0,0.0,3.0
2022,Областна администрация - Габрово,1980,"Приемане на екзекутивна документация, отразяваща несъществените промени в одобрения инвестиционен проект",0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Габрово,1981,Одобряване на технически и работни инвестиционни проекти за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение,2,2.0,,,,,,,0.0,Не,,Да,2.0,3500.0,,,,,
2022,Областна администрация - Габрово,1983,Съставяне на акт за поправка на акт за държавна собственост,16,16.0,,,,,,,0.0,Да,16.0,Не,,,,,,,
2022,Областна администрация - Габрово,1984,Одобряване на частите на комплексния проект за инвестиционна инициатива и издаване на разрешение за строеж,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Габрово,2133,Издаване на удостоверение за осигурителен стаж (УП 3),1,1.0,,,,,,,1.0,Да,1.0,Не,,,,,,,
2022,Областна администрация - Габрово,2134,Издаване на удостоверение за осигурителен доход (УП 2),3,3.0,,,,,,,3.0,Да,3.0,Не,,,,,,,
2022,Областна администрация - Габрово,2389,Разрешаване изработване на комплексен проект за инвестиционна инициатива,0,,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Габрово,2469,Издаване на Заповед за учредяване на еднократно право на преминаване/прокарване на отклонения от общи мрежи и съоръжения на техническата инфраструктура през имот - държавна собственост.,0,,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Габрово,2529,Позволително за ползване на лечебните растения,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Габрово,2972,"Издаване на удостоверение APOSTILLE на документи, които са издадени от кметовете и общинските администрации",518,518.0,,,,,,,0.0,Не,,Не,,5.0,518.0,,,,
2022,Областна администрация - Добрич,2,Предоставяне на достъп до обществена информация,6,6.0,,,,,,,,Не,,Да,6.0,,,,,,
2022,Областна администрация - Добрич,1961,"Разрешаване изработването на устройствени планове, които обхващат територии, попадащи в повече от една община или предвиждат изграждане на обекти с регионално значение",2,2.0,,,,,,,,Да,2.0,Не,,,,,,,
2022,Областна администрация - Добрич,1962,Издаване на удостоверение за въвеждане в експлоатация на строеж,0,0.0,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Добрич,1963,Справки по регистри и книги за имоти - частна и публична държавна собственост,0,0.0,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Добрич,1966,"Издаване на заповед за разрешаване или отказ за изработването на проект за изменение на подробен устройствен план, който обхваща територии, попадащи в повече от една община или предвижда изграждане на обекти с регионално значение",0,0.0,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Добрич,1967,Съгласуване на идейни инвестиционни проекти за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение.,0,0.0,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Добрич,1968,Одобряване на инвестиционен проект - заснемане на извършен строеж,0,0.0,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Добрич,1969,Регистриране на технически паспорт на строеж,0,0.0,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Добрич,1972,Издаване на удостоверение за наличие или липса на акт за държавна собственост на имот или за отписване на имота от актовите книги,619,619.0,,,,,,,,Не,,Да,619.0,,,,,,
2022,Областна администрация - Добрич,1974,Издаване на разрешение за строеж за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение,1,1.0,,,,,,,,Не,,Да,1.0,,,,,,
2022,Областна администрация - Добрич,1975,Издаване на заповед за изменения в одобрен инвестиционен проект,0,0.0,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Добрич,1976,Презаверяване на разрешение за строеж,0,,,,0.0,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Добрич,1978,"Издаване на заверени копия от договори, заповеди и други документи от интерес на физическите и юридическите лица, от архив ""Държавна собственост""",8,8.0,,,,,,,,Да,8.0,Не,,,,,,,
2022,Областна администрация - Добрич,1979,Издаване на удостоверение за наличие или липса на претенции за възстановяване на собствеността,34,34.0,,,,,,,,Не,,Да,34.0,,,,,,
2022,Областна администрация - Добрич,1980,"Приемане на екзекутивна документация, отразяваща несъществените промени в одобрения инвестиционен проект",0,0.0,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Добрич,1981,Одобряване на технически и работни инвестиционни проекти за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение,1,1.0,,,,,,,,Не,,Да,1.0,,,,,,
2022,Областна администрация - Добрич,1983,Съставяне на акт за поправка на акт за държавна собственост,1,1.0,,,,,,,,Да,1.0,Не,,,,,,,
2022,Областна администрация - Добрич,1984,Одобряване на частите на комплексния проект за инвестиционна инициатива и издаване на разрешение за строеж,0,0.0,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Добрич,2133,Издаване на удостоверение за осигурителен стаж (УП 3),1,1.0,,,,,,,,Да,1.0,Не,,,,,,,
2022,Областна администрация - Добрич,2134,Издаване на удостоверение за осигурителен доход (УП 2),3,3.0,,,,,,,,Да,3.0,Не,,,,,,,
2022,Областна администрация - Добрич,2389,Разрешаване изработване на комплексен проект за инвестиционна инициатива,1,,,,1.0,,,,,Да,1.0,Не,,,,,,,
2022,Областна администрация - Добрич,2469,Издаване на Заповед за учредяване на еднократно право на преминаване/прокарване на отклонения от общи мрежи и съоръжения на техническата инфраструктура през имот - държавна собственост.,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Добрич,2529,Позволително за ползване на лечебните растения,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Добрич,2972,"Издаване на удостоверение APOSTILLE на документи, които са издадени от кметовете и общинските администрации",4398,4398.0,,,,,,,,Не,,Не,,5.0,4398.0,,,,
2022,Областна администрация - Кърджали,2,Предоставяне на достъп до обществена информация,8,8.0,,,,,,,1.0,Да,8.0,Не,,,,,,,
2022,Областна администрация - Кърджали,1961,"Разрешаване изработването на устройствени планове, които обхващат територии, попадащи в повече от една община или предвиждат изграждане на обекти с регионално значение",0,,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Кърджали,1962,Издаване на удостоверение за въвеждане в експлоатация на строеж,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Кърджали,1963,Справки по регистри и книги за имоти - частна и публична държавна собственост,13,13.0,,,,,,,,Да,13.0,Не,,,,,,,
2022,Областна администрация - Кърджали,1966,"Издаване на заповед за разрешаване или отказ за изработването на проект за изменение на подробен устройствен план, който обхваща територии, попадащи в повече от една община или предвижда изграждане на обекти с регионално значение",0,,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Кърджали,1967,Съгласуване на идейни инвестиционни проекти за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение.,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Кърджали,1968,Одобряване на инвестиционен проект - заснемане на извършен строеж,1,1.0,,,,,,,,Не,,Да,1.0,,,,,,
2022,Областна администрация - Кърджали,1969,Регистриране на технически паспорт на строеж,0,,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Кърджали,1972,Издаване на удостоверение за наличие или липса на акт за държавна собственост на имот или за отписване на имота от актовите книги,819,819.0,,,,,,,,Не,,Не,,10.0,266.0,15.0,553.0,,
2022,Областна администрация - Кърджали,1974,Издаване на разрешение за строеж за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Кърджали,1975,Издаване на заповед за изменения в одобрен инвестиционен проект,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Кърджали,1976,Презаверяване на разрешение за строеж,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Кърджали,1978,"Издаване на заверени копия от договори, заповеди и други документи от интерес на физическите и юридическите лица, от архив ""Държавна собственост""",16,16.0,,,,,,,3.0,Не,,Не,,2.5,16.0,,,,
2022,Областна администрация - Кърджали,1979,Издаване на удостоверение за наличие или липса на претенции за възстановяване на собствеността,6,6.0,,,,,,,,Не,,Не,,15.0,2.0,22.5,4.0,,
2022,Областна администрация - Кърджали,1980,"Приемане на екзекутивна документация, отразяваща несъществените промени в одобрения инвестиционен проект",0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Кърджали,1981,Одобряване на технически и работни инвестиционни проекти за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Кърджали,1983,Съставяне на акт за поправка на акт за държавна собственост,0,,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Кърджали,1984,Одобряване на частите на комплексния проект за инвестиционна инициатива и издаване на разрешение за строеж,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Кърджали,2133,Издаване на удостоверение за осигурителен стаж (УП 3),2,2.0,,,,,,,,Да,2.0,Не,,,,,,,
2022,Областна администрация - Кърджали,2134,Издаване на удостоверение за осигурителен доход (УП 2),3,3.0,,,,,,,,Да,3.0,Не,,,,,,,
2022,Областна администрация - Кърджали,2389,Разрешаване изработване на комплексен проект за инвестиционна инициатива,0,,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Кърджали,2469,Издаване на Заповед за учредяване на еднократно право на преминаване/прокарване на отклонения от общи мрежи и съоръжения на техническата инфраструктура през имот - държавна собственост.,4,,,,4.0,,,,,Да,4.0,Не,,,,,,,
2022,Областна администрация - Кърджали,2529,Позволително за ползване на лечебните растения,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Кърджали,2972,"Издаване на удостоверение APOSTILLE на документи, които са издадени от кметовете и общинските администрации",11563,11563.0,,,,,,,,Не,,Не,,5.0,11563.0,,,,
2022,Областна администрация - Кюстендил,2,Предоставяне на достъп до обществена информация,5,5.0,,,,,,,4.0,Да,5.0,Не,,,,,,,
2022,Областна администрация - Кюстендил,1961,"Разрешаване изработването на устройствени планове, които обхващат територии, попадащи в повече от една община или предвиждат изграждане на обекти с регионално значение",2,2.0,,,,,,,0.0,Да,2.0,Не,,,,,,,
2022,Областна администрация - Кюстендил,1962,Издаване на удостоверение за въвеждане в експлоатация на строеж,0,0.0,,,,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Кюстендил,1963,Справки по регистри и книги за имоти - частна и публична държавна собственост,24,24.0,,,,,,,0.0,Да,24.0,Не,,,,,,,
2022,Областна администрация - Кюстендил,1966,"Издаване на заповед за разрешаване или отказ за изработването на проект за изменение на подробен устройствен план, който обхваща територии, попадащи в повече от една община или предвижда изграждане на обекти с регионално значение",1,1.0,,,,,,,0.0,Да,1.0,Не,,,,,,,
2022,Областна администрация - Кюстендил,1967,Съгласуване на идейни инвестиционни проекти за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение.,3,3.0,,,,,,,0.0,Не,,Да,3.0,,,,,,
2022,Областна администрация - Кюстендил,1968,Одобряване на инвестиционен проект - заснемане на извършен строеж,0,0.0,,,,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Кюстендил,1969,Регистриране на технически паспорт на строеж,0,0.0,,,,,,,0.0,Да,0.0,Не,,,,,,,
2022,Областна администрация - Кюстендил,1972,Издаване на удостоверение за наличие или липса на акт за държавна собственост на имот или за отписване на имота от актовите книги,461,461.0,,,,,,,6.0,Да,19.0,Не,,10.0,278.0,15.0,164.0,,
2022,Областна администрация - Кюстендил,1974,Издаване на разрешение за строеж за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение,2,2.0,,,,,,,0.0,Не,,Да,2.0,,,,,,
2022,Областна администрация - Кюстендил,1975,Издаване на заповед за изменения в одобрен инвестиционен проект,0,0.0,,,,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Кюстендил,1976,Презаверяване на разрешение за строеж,0,,,,0.0,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Кюстендил,1978,"Издаване на заверени копия от договори, заповеди и други документи от интерес на физическите и юридическите лица, от архив ""Държавна собственост""",9,9.0,,,,,,,0.0,Да,9.0,Не,,,,,,,
2022,Областна администрация - Кюстендил,1979,Издаване на удостоверение за наличие или липса на претенции за възстановяване на собствеността,30,30.0,,,,,,,2.0,Да,1.0,Не,,15.0,21.0,22.5,8.0,,
2022,Областна администрация - Кюстендил,1980,"Приемане на екзекутивна документация, отразяваща несъществените промени в одобрения инвестиционен проект",0,0.0,,,,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Кюстендил,1981,Одобряване на технически и работни инвестиционни проекти за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение,3,3.0,,,,,,,0.0,Не,,Да,3.0,,,,,,
2022,Областна администрация - Кюстендил,1983,Съставяне на акт за поправка на акт за държавна собственост,0,0.0,,,,,,,0.0,Да,0.0,Не,,,,,,,
2022,Областна администрация - Кюстендил,1984,Одобряване на частите на комплексния проект за инвестиционна инициатива и издаване на разрешение за строеж,1,1.0,,,,,,,0.0,Не,,Да,1.0,,,,,,
2022,Областна администрация - Кюстендил,2133,Издаване на удостоверение за осигурителен стаж (УП 3),0,0.0,,,,,,,0.0,Да,0.0,Не,,0.0,0.0,0.0,0.0,0.0,0.0
2022,Областна администрация - Кюстендил,2134,Издаване на удостоверение за осигурителен доход (УП 2),0,0.0,,,,,,,0.0,Да,0.0,Не,,,,,,,
2022,Областна администрация - Кюстендил,2389,Разрешаване изработване на комплексен проект за инвестиционна инициатива,0,,,,0.0,,,,0.0,Да,0.0,Не,,,,,,,
2022,Областна администрация - Кюстендил,2469,Издаване на Заповед за учредяване на еднократно право на преминаване/прокарване на отклонения от общи мрежи и съоръжения на техническата инфраструктура през имот - държавна собственост.,0,,,,0.0,,,,0.0,Да,0.0,Не,,,,,,,
2022,Областна администрация - Кюстендил,2529,Позволително за ползване на лечебните растения,0,,,,0.0,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Кюстендил,2972,"Издаване на удостоверение APOSTILLE на документи, които са издадени от кметовете и общинските администрации",222,222.0,,,,,,,0.0,Не,,Не,,5.0,222.0,,,,
2022,Областна администрация - Ловеч,2,Предоставяне на достъп до обществена информация,3,3.0,,,,,,,3.0,Не,,Да,3.0,0.0,,,,,
2022,Областна администрация - Ловеч,1961,"Разрешаване изработването на устройствени планове, които обхващат територии, попадащи в повече от една община или предвиждат изграждане на обекти с регионално значение",0,0.0,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Ловеч,1962,Издаване на удостоверение за въвеждане в експлоатация на строеж,0,0.0,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Ловеч,1963,Справки по регистри и книги за имоти - частна и публична държавна собственост,26,26.0,,,,,,,26.0,Да,26.0,Не,,,,,,,
2022,Областна администрация - Ловеч,1966,"Издаване на заповед за разрешаване или отказ за изработването на проект за изменение на подробен устройствен план, който обхваща територии, попадащи в повече от една община или предвижда изграждане на обекти с регионално значение",0,,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Ловеч,1967,Съгласуване на идейни инвестиционни проекти за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение.,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Ловеч,1968,Одобряване на инвестиционен проект - заснемане на извършен строеж,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Ловеч,1969,Регистриране на технически паспорт на строеж,0,,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Ловеч,1972,Издаване на удостоверение за наличие или липса на акт за държавна собственост на имот или за отписване на имота от актовите книги,916,916.0,,,,,,,,Не,,Не,,10.0,687.0,15.0,229.0,,
2022,Областна администрация - Ловеч,1974,Издаване на разрешение за строеж за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Ловеч,1975,Издаване на заповед за изменения в одобрен инвестиционен проект,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Ловеч,1976,Презаверяване на разрешение за строеж,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Ловеч,1978,"Издаване на заверени копия от договори, заповеди и други документи от интерес на физическите и юридическите лица, от архив ""Държавна собственост""",28,28.0,,,,,,,,Да,28.0,Не,,,,,,,
2022,Областна администрация - Ловеч,1979,Издаване на удостоверение за наличие или липса на претенции за възстановяване на собствеността,10,10.0,,,,,,,,Не,,Не,,15.0,9.0,22.5,1.0,,
2022,Областна администрация - Ловеч,1980,"Приемане на екзекутивна документация, отразяваща несъществените промени в одобрения инвестиционен проект",0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Ловеч,1981,Одобряване на технически и работни инвестиционни проекти за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Ловеч,1983,Съставяне на акт за поправка на акт за държавна собственост,0,,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Ловеч,1984,Одобряване на частите на комплексния проект за инвестиционна инициатива и издаване на разрешение за строеж,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Ловеч,2133,Издаване на удостоверение за осигурителен стаж (УП 3),0,,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Ловеч,2134,Издаване на удостоверение за осигурителен доход (УП 2),0,,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Ловеч,2389,Разрешаване изработване на комплексен проект за инвестиционна инициатива,0,,,,,,,,,Да,,Не,,,,,,,
2022,Областна администрация - Ловеч,2469,Издаване на Заповед за учредяване на еднократно право на преминаване/прокарване на отклонения от общи мрежи и съоръжения на техническата инфраструктура през имот - държавна собственост.,4,,,,4.0,,,,0.0,Да,4.0,Не,,0.0,0.0,0.0,0.0,0.0,0.0
2022,Областна администрация - Ловеч,2529,Позволително за ползване на лечебните растения,0,,,,,,,,,Не,,Да,,,,,,,
2022,Областна администрация - Ловеч,2972,"Издаване на удостоверение APOSTILLE на документи, които са издадени от кметовете и общинските администрации",207,207.0,,,,,,,0.0,Не,,Не,,5.0,207.0,0.0,0.0,0.0,0.0
2022,Областна администрация - Монтана,2,Предоставяне на достъп до обществена информация,7,7.0,,,,,,,7.0,Да,7.0,Не,,,,,,,
2022,Областна администрация - Монтана,1961,"Разрешаване изработването на устройствени планове, които обхващат територии, попадащи в повече от една община или предвиждат изграждане на обекти с регионално значение",0,0.0,,,,,,,0.0,Да,0.0,Не,,,,,,,
2022,Областна администрация - Монтана,1962,Издаване на удостоверение за въвеждане в експлоатация на строеж,0,0.0,,,,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Монтана,1963,Справки по регистри и книги за имоти - частна и публична държавна собственост,6,6.0,,,,,,,0.0,Да,6.0,Не,,,,,,,
2022,Областна администрация - Монтана,1966,"Издаване на заповед за разрешаване или отказ за изработването на проект за изменение на подробен устройствен план, който обхваща територии, попадащи в повече от една община или предвижда изграждане на обекти с регионално значение",0,0.0,,,,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Монтана,1967,Съгласуване на идейни инвестиционни проекти за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение.,0,0.0,,,,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Монтана,1968,Одобряване на инвестиционен проект - заснемане на извършен строеж,0,0.0,,,,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Монтана,1969,Регистриране на технически паспорт на строеж,2,2.0,,,,,,,0.0,Да,2.0,Не,,,,,,,
2022,Областна администрация - Монтана,1972,Издаване на удостоверение за наличие или липса на акт за държавна собственост на имот или за отписване на имота от актовите книги,842,842.0,,,,,,,4.0,Не,,Не,,10.0,377.0,15.0,465.0,,
2022,Областна администрация - Монтана,1974,Издаване на разрешение за строеж за обекти на техническата инфраструктура с обхват повече от една община или за обекти с регионално значение,0,0.0,,,,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Монтана,1975,Издаване на заповед за изменения в одобрен инвестиционен проект,0,0.0,,,,,,,0.0,Не,,Да,0.0,,,,,,
2022,Областна администрация - Монтана,1976,Презаверяване на разрешение за строеж,0,,,,0.0,,,,0.0,Не,,Да,0.0,,,,,,
